gene,perm_importance_mean,perm_importance_std
GALR1,1.5657841406779838e-05,1.4844375897806961e-05
PYY,1.556285935495616e-05,1.4352716637257031e-05
DHRS9,1.538524434540056e-05,3.041160909383002e-05
PIF1,1.5168214851490892e-05,2.936613434157391e-05
TYMS,1.489442941332575e-05,8.949840270741173e-05
LUCAT1,1.477336435140586e-05,2.79186246926525e-05
TENT5C,1.4666856867806555e-05,3.99678248084303e-05
OCIAD2,1.4592917684042028e-05,2.1825347756814365e-05
RHOXF1,1.4487741425273094e-05,1.4441481386092539e-05
AC009065.3,1.4484980766082955e-05,1.610095576329142e-05
PEG10,1.4484756518184927e-05,5.50134311735509e-05
DRAXIN,1.430756258765653e-05,1.9018280846680062e-05
JUN,1.412871524862913e-05,3.675015534345063e-05
AL162254.1,1.4126599355168689e-05,1.166257391278579e-05
CDCA2,1.388430513662442e-05,4.392269732201017e-05
AC127496.1,1.372563666004467e-05,3.130900776124624e-05
AC022167.1,1.3680712061314715e-05,2.43772656724766e-05
MYOZ2,1.3525995181451478e-05,1.1692866359991876e-05
CENPF,1.3136117477863252e-05,6.305021029162976e-05
STC2,1.3088330524413383e-05,5.1352532360409986e-05
MSX1,1.3001523313971309e-05,2.3792030626154162e-05
TRBC1,1.2892548468945719e-05,2.6826423968668153e-05
KRT5,1.2768411443031535e-05,1.1553688812794916e-05
SGK1,1.2437136243270697e-05,3.301485823741232e-05
IL1B,1.2394833920925663e-05,9.878495098581364e-05
CAMTA1-DT,1.2365998164032277e-05,1.1753713141844716e-05
BCAS1,1.2283922893696619e-05,1.928044365283292e-05
AC091271.1,1.2218962094967534e-05,4.825785132457654e-05
AC005899.8,1.215448050231327e-05,1.640912974870828e-05
AC021180.1,1.20420327191062e-05,1.6156145690012564e-05
GNG11,1.2037841437451125e-05,8.984975837767672e-05
ATF5,1.1978027919623546e-05,0.00010362048518180532
RNF227,1.1954779234912838e-05,1.8171287848932874e-05
ADM,1.1948672807848837e-05,4.3091453636697364e-05
UAP1,1.1877719339936643e-05,2.887875438452236e-05
LRRC32,1.1804085622957317e-05,1.1804085622957317e-05
AL022069.1,1.1804024844952465e-05,1.583670681581243e-05
AL021396.1,1.1804024844952465e-05,1.5836706815812428e-05
AL358472.2,1.1756530636319873e-05,1.1757300047917484e-05
NPPC,1.1752277702525848e-05,1.5962401721285324e-05
AC073575.2,1.1661658714479107e-05,1.6085794856560663e-05
DSCR8,1.163234845978911e-05,2.5342798808364228e-05
LSMEM1,1.1614235407975127e-05,1.6191686205668796e-05
TCTE3,1.1610125976124764e-05,2.249899728032433e-05
ITGAL,1.1561577594976225e-05,1.8653999036709614e-05
ESYT3,1.1527702648517214e-05,1.1554177977732281e-05
LIMCH1,1.1504832023778722e-05,5.924739964588528e-05
FAM71F2,1.145476445846283e-05,2.5506547455905532e-05
PURPL,1.1397060080720057e-05,3.071022283687946e-05
IDI2,1.139399105465344e-05,1.5214556171366755e-05
GZMB,1.127197493030474e-05,1.857013993262247e-05
TMEM150B,1.1070087166387133e-05,1.1126824206229687e-05
FST,1.098775788199724e-05,6.334777477457528e-05
IL6,1.072581770198422e-05,0.00010362265131057686
MGP,1.0585961756026663e-05,3.2644159155845005e-05
FLNC,1.0479197063895107e-05,5.3022331711005826e-05
CKAP2,1.0404049210244182e-05,3.556178618690734e-05
TSPAN18,9.890873758700015e-06,9.222523155221414e-05
FNIP1,9.890104553256229e-06,5.2843195915785353e-05
LAMB3,9.82177102241133e-06,1.6198825087800498e-05
VIL1,9.802232769251518e-06,1.582744956098115e-05
AC010519.1,9.73241636694766e-06,1.1985412082966545e-05
AC012615.2,9.72860335846093e-06,1.58471445648682e-05
GNMT,9.719615758774225e-06,1.551434155519963e-05
NEK5,9.668620441127817e-06,1.9034041462869357e-05
SPANXN1,9.647257052058934e-06,1.5688539479737097e-05
TLR10,9.633640361139673e-06,1.5975638687014702e-05
AC004263.1,9.633640361139673e-06,1.5975638687014702e-05
LINC02516,9.633569431866107e-06,1.1798664754872799e-05
MROH8,9.564681760976246e-06,3.204272651880182e-05
LINC00235,9.538115391116708e-06,1.17327659793022e-05
DPYS,9.517163863126398e-06,1.9173410594571453e-05
AC010319.3,9.443268498365854e-06,1.156559466254733e-05
TMED6,9.443207720361002e-06,1.5659742600142772e-05
MEX3B,9.426574938764531e-06,1.9378197436189457e-05
AC048344.1,9.391272083014712e-06,1.201687308378745e-05
HIST1H2BC,9.35831582287161e-06,4.118563683437139e-05
ATP1B2,9.30961122405094e-06,1.1436363435006076e-05
AC072061.1,9.253403111464386e-06,2.4430316988487994e-05
AC091588.2,9.210776293033795e-06,1.530555380198788e-05
CD8B,9.153203211631489e-06,1.880097578108822e-05
AC137590.2,9.11523263563696e-06,1.1608171006453867e-05
FO704657.1,9.098171728716408e-06,1.5719443648387795e-05
AOC3,9.05060033407068e-06,1.1147584620445392e-05
DDIT3,9.036813212015549e-06,4.4566727057817936e-05
DLGAP1,8.977083356398463e-06,1.8978587001845552e-05
TBX6,8.958965704564114e-06,1.486667278416631e-05
AC137630.2,8.951430201786791e-06,1.0443221371438133e-05
LPAR6,8.906006181541582e-06,5.0165760139453306e-05
THBD,8.82425424715283e-06,3.481055169162694e-05
AC131934.1,8.674986429424436e-06,1.4598619408455162e-05
FAM237B,8.627470772326618e-06,1.4221534366090698e-05
BIRC3,8.342018287543774e-06,2.6118591780725707e-05
HEXIM1,8.031317694556783e-06,3.608885410605589e-05
AC132872.1,7.644297056297322e-06,3.4617852532630677e-05
AC093752.2,7.613779025561485e-06,1.1641054859629877e-05
SPDYA,7.557813511893663e-06,1.0818878618390739e-05
NR1H4,7.463915222383211e-06,4.039224684869959e-05
SH2D3A,7.437147004107914e-06,1.5298004633084265e-05
AC008549.2,7.419478049730532e-06,1.1344538173312147e-05
AJAP1,7.320281929767969e-06,1.871367300144585e-05
IL23R,7.272767494315157e-06,1.5399803718253073e-05
C9orf84,7.2425491583594235e-06,1.1070896594093758e-05
CASKIN1,7.225248003173146e-06,1.5421423794816965e-05
FADS6,7.22517707389958e-06,1.103664028353479e-05
TKTL1,7.22517707389958e-06,1.103664028353479e-05
AC013403.2,7.22517707389958e-06,1.103664028353479e-05
AL603839.2,7.22517707389958e-06,1.103664028353479e-05
NEB,7.22517707389958e-06,1.103664028353479e-05
PAGE2B,7.22517707389958e-06,1.103664028353479e-05
STPG2,7.22517707389958e-06,1.103664028353479e-05
MYRFL,7.22517707389958e-06,1.103664028353479e-05
AC099520.2,7.22517707389958e-06,1.103664028353479e-05
AL022326.1,7.22517707389958e-06,1.103664028353479e-05
BANF2,7.22517707389958e-06,1.103664028353479e-05
CACNA2D4,7.22517707389958e-06,1.103664028353479e-05
ZNF763,7.22517707389958e-06,1.103664028353479e-05
INTS6,7.195615855748461e-06,5.115640977631495e-05
AC026691.1,7.1950498884199025e-06,1.1102841465947634e-05
LRRC74B,7.130026607149453e-06,1.0891988248053825e-05
AC013400.1,7.129723033150181e-06,1.0945179519349174e-05
AC004969.1,7.1262639685043535e-06,1.0943731479734675e-05
AP002518.1,7.126224592246544e-06,1.5711845497714656e-05
SCUBE1,7.086944525802607e-06,2.387359575516465e-05
TMPRSS11B,7.08245137377439e-06,1.0818623175388373e-05
AKAP3,7.08245137377439e-06,1.0818623175388373e-05
AL121936.1,7.08245137377439e-06,1.0818623175388373e-05
AC009229.3,7.08245137377439e-06,1.0818623175388373e-05
AC123595.1,7.082390595769539e-06,1.5116443988052351e-05
EPPK1,7.082390595769539e-06,1.5116443988052351e-05
OR52N1,7.082390595769539e-06,1.5116443988052351e-05
OR52E8,7.082269059766055e-06,2.1246807179298166e-05
CD48,7.082147799775118e-06,1.0872172057177933e-05
LY6G6C,7.082070195096879e-06,1.5115593348159765e-05
CFAP70,7.07883781803087e-06,1.8419404767386476e-05
NTN5,7.078763476708883e-06,1.0618438734491361e-05
AL022323.3,7.034952103834869e-06,1.0850609917240891e-05
GIPR,7.0349470489228235e-06,1.5213413222807629e-05
SLC6A20,6.9874477789833024e-06,1.5236028262361396e-05
ANKUB1,6.935492986592795e-06,1.5126340004894435e-05
CHRM3,6.918679255440985e-06,2.1098913713405566e-05
FRG2C,6.901289795357979e-06,1.5094430744193328e-05
TBX4,6.901218866084413e-06,1.0574918932256839e-05
ALOX15B,6.901218866084413e-06,1.0574918932256839e-05
GPR179,6.901218866084413e-06,1.0574918932256839e-05
LINC02150,6.901164546535554e-06,1.456802954364624e-05
AC087457.1,6.840271590569103e-06,1.0467381541039677e-05
LINC01686,6.840271590569103e-06,1.0467381541039678e-05
FAM224B,6.840271590569103e-06,1.0467381541039678e-05
AC011825.4,6.839968016569831e-06,1.052271101553957e-05
ST8SIA6-AS1,6.839968016569831e-06,1.052271101553957e-05
CCL4,6.839968016569831e-06,1.052271101553957e-05
CACNG8,6.830150835290816e-06,3.2114613590225664e-05
FRMPD1,6.806068399334286e-06,1.0420903997352702e-05
GAST,6.797450699225216e-06,1.5324682538078493e-05
SFN,6.793070407618007e-06,1.0499751409204366e-05
HSD17B13,6.792820037904157e-06,2.3140714483478236e-05
LRRD1,6.772707191271543e-06,7.225328530413578e-06
DLL1,6.755746743847269e-06,2.2744967427660165e-05
TMEM179,6.645667040738878e-06,1.017895528868608e-05
NUSAP1,6.581507517855467e-06,3.175818982329794e-05
CASS4,6.577284513109571e-06,1.3730968062917372e-05
TRAF3IP3,6.550587482512249e-06,1.47082140069429e-05
AC007613.1,6.550020278073276e-06,1.3904654218653993e-05
CLIC5,6.5440545540251804e-06,1.943308842446348e-05
IFNA13,6.529685424894183e-06,9.9997548837915e-06
TFPI,6.5215185729106114e-06,0.00011862925398142937
LINC00346,6.507900543584188e-06,1.8489698155894125e-05
AL034417.2,6.468883797960956e-06,1.7731314763600702e-05
C11orf96,6.4642474395415485e-06,2.3099653943685363e-05
CCL3,6.355912024158527e-06,9.708815987062149e-06
KCNB1,6.253326305294404e-06,1.3346954161711106e-05
PBX1,6.14353893556574e-06,6.786209636296566e-05
LINC01913,6.066208305921527e-06,1.372842752592961e-05
TC2N,5.694549883028532e-06,8.391587848100011e-06
SLC7A5,5.5623487926315105e-06,3.0762900741038554e-05
CHRM3-AS2,5.321774142807989e-06,8.719845658590789e-06
FAM95C,5.205709021638416e-06,1.753144274547131e-05
LINC02273,5.205386667594958e-06,1.0410773335189916e-05
HBZ,5.1061196183588285e-06,1.4609406901366376e-05
RSPH10B2,5.091159935100009e-06,1.0746757144025328e-05
ABCB6,5.058600127216817e-06,1.4625156795713969e-05
AL391650.1,5.011085691764006e-06,1.0031584300939312e-05
ZAP70,5.011085691764006e-06,1.0031584300939312e-05
NXF1,4.998191229754756e-06,4.142675028988346e-05
MXD1,4.964455463818407e-06,3.026979967287477e-05
CYP51A1-AS1,4.963510458388942e-06,9.941743548545444e-06
AC087239.1,4.946097615543543e-06,1.7581360860655204e-05
CCNA2,4.926426542783968e-06,6.625462027910658e-05
NR4A3,4.899218295639774e-06,1.0038183485378917e-05
SOCS1,4.886814790439065e-06,0.00011115144498331978
LINC01972,4.8817320337679606e-06,9.770024928382232e-06
AC023300.2,4.8817320337679606e-06,9.770024928382232e-06
AC007126.1,4.8817320337679606e-06,9.770024928382232e-06
OTOA,4.8817320337679606e-06,9.770024928382232e-06
C2orf16,4.8817320337679606e-06,9.770024928382232e-06
CILP2,4.8817320337679606e-06,9.770024928382232e-06
ACSL6,4.8817320337679606e-06,9.770024928382232e-06
ALDH8A1,4.8817320337679606e-06,9.770024928382232e-06
RASSF2,4.8817320337679606e-06,9.770024928382232e-06
AC120024.1,4.864299151385864e-06,1.435571843946866e-05
AL591518.1,4.864299151385864e-06,1.435571843946866e-05
KIAA0408,4.864299151385864e-06,1.435571843946866e-05
AC099552.1,4.84745150683974e-06,9.704641110550414e-06
AP005717.1,4.834166930911543e-06,1.7919643756307328e-05
RMRP,4.829965053509966e-06,1.9821874815324092e-05
AZU1,4.819928087229641e-06,1.1071434518220072e-05
AC005291.1,4.816855645206619e-06,1.4450566935619856e-05
CLRN1-AS1,4.816784715933053e-06,9.633569431866107e-06
CRYBB3,4.816784715933053e-06,9.633569431866107e-06
IFT74-AS1,4.816784715933053e-06,9.633569431866107e-06
NPTX2,4.816784715933053e-06,9.633569431866107e-06
AC006460.1,4.816784715933053e-06,9.633569431866107e-06
RPS6KL1,4.816784715933053e-06,9.633569431866107e-06
SLC51B,4.816784715933053e-06,9.633569431866107e-06
AC083805.1,4.816784715933053e-06,9.633569431866107e-06
AC068831.4,4.816784715933053e-06,9.633569431866107e-06
BCKDHA,4.816784715933053e-06,9.633569431866107e-06
ACOXL,4.816784715933053e-06,9.633569431866107e-06
AC130651.1,4.816784715933053e-06,9.633569431866107e-06
AC078923.1,4.816784715933053e-06,9.633569431866107e-06
AC073842.1,4.816784715933053e-06,9.633569431866107e-06
PLA2G2A,4.816784715933053e-06,9.633569431866107e-06
AL603832.1,4.816784715933053e-06,9.633569431866107e-06
NANOS1,4.786723384064828e-06,1.799559301571935e-05
BICDL2,4.76920948255799e-06,9.539012179897752e-06
KRT6B,4.769204420462802e-06,1.4307613261388408e-05
AC024600.1,4.721634249182927e-06,9.443268498365854e-06
C11orf86,4.721634249182927e-06,9.443268498365854e-06
PPP1R1B,4.721634249182927e-06,9.443268498365854e-06
NKX2-6,4.721634249182927e-06,9.443268498365854e-06
PIWIL2,4.721634249182927e-06,9.443268498365854e-06
COL26A1,4.721634249182927e-06,9.443268498365854e-06
DCX,4.721634249182927e-06,9.443268498365854e-06
LINC01160,4.721634249182927e-06,9.443268498365854e-06
AL031714.1,4.721634249182927e-06,9.443268498365854e-06
WFIKKN1,4.721634249182927e-06,9.443268498365854e-06
PLA2G4E-AS1,4.721634249182927e-06,9.443268498365854e-06
CCDC158,4.721634249182927e-06,9.443268498365854e-06
LINC02363,4.721634249182927e-06,9.443268498365854e-06
LINC00642,4.721634249182927e-06,9.443268498365854e-06
TMC8,4.721573471178076e-06,1.4164720413534226e-05
DCSTAMP,4.721573471178076e-06,1.4164720413534226e-05
IFIT2,4.7085076580355436e-06,3.382549296787527e-05
LINC00971,4.687353445353981e-06,9.883888039905793e-06
AL136379.1,4.674134979243405e-06,9.468060726333941e-06
AC100812.1,4.6741299243313605e-06,1.4260307022005977e-05
NRARP,4.6741299243313605e-06,1.4260307022005979e-05
CHRNB2,4.6740691463265096e-06,1.7743177140771638e-05
LINC02096,4.659830582198765e-06,1.0819161928860785e-05
SNHG12,4.608726601018631e-06,5.303653284416322e-05
AC010336.6,4.605349059327857e-06,9.262264145337451e-06
ERBB3,4.600708777946494e-06,1.5576521376685536e-05
GLRX,4.599392934290236e-06,3.349264653749371e-05
MARCH1,4.587931363986275e-06,1.7611943470288075e-05
AC022613.2,4.574830894144011e-06,9.653334403359408e-06
AC020656.2,4.540340943570697e-06,1.3949139114212957e-05
AC114947.2,4.540340943570697e-06,1.3949139114212957e-05
CBLN2,4.527255660768947e-06,9.557768382507483e-06
OVOL1-AS1,4.527029699352702e-06,9.07721220658926e-06
CST4,4.5270284759979514e-06,1.3581085427993854e-05
AC239868.2,4.526230471890713e-06,1.89262908878543e-05
GABRR1,4.492826508117886e-06,9.01480475275206e-06
LRRC66,4.492826508117886e-06,9.01480475275206e-06
LINC02021,4.479809493207476e-06,9.590894063948372e-06
AC084018.2,4.479582147109973e-06,1.722199792971502e-05
BIN2,4.479454465977639e-06,8.97526069192616e-06
MYT1L,4.479454465977639e-06,8.97526069192616e-06
KRTAP4-8,4.479454465977639e-06,8.97526069192616e-06
AC009081.1,4.479454465977639e-06,8.97526069192616e-06
AC103923.1,4.479454465977639e-06,8.97526069192616e-06
TSPOAP1-AS1,4.4661783963340085e-06,1.3576613909644346e-05
ENAM,4.445251274742823e-06,8.911956761857217e-06
CNKSR1,4.445251274742823e-06,8.911956761857217e-06
DEUP1,4.445250051365868e-06,1.3335750154097602e-05
MTUS2-AS1,4.389215323041817e-06,9.728997674802716e-06
TJP2,4.389139359606276e-06,9.610543077390385e-06
ATF4,4.3717081811056605e-06,3.463790213977737e-05
HIST1H2BG,4.324165989455508e-06,1.8234313170281966e-05
PABPC1L,4.284789118225163e-06,1.3607132285970447e-05
LINC01494,4.237274682772352e-06,8.474549365544704e-06
AL139300.2,4.237274682772352e-06,8.474549365544704e-06
HIST1H1A,4.192725297602618e-06,2.0477387469600852e-05
AL023802.1,4.168868300302719e-06,8.337736600605438e-06
LINC02043,4.168868300302719e-06,8.337736600605438e-06
INE2,4.168868300302719e-06,8.337736600605438e-06
NPFFR1,4.168868300302719e-06,8.337736600605438e-06
RCAN1,4.116606581516802e-06,2.7204345318292392e-05
PDZK1,4.103580826797515e-06,9.280514057124924e-06
MMP10,4.074189624658775e-06,7.225715793068854e-06
AL109955.1,4.031081294275651e-06,1.3019564585169764e-05
HIST1H2BN,3.978973595408774e-06,2.3181141678552066e-05
UPP1,3.957436268908765e-06,0.0001669998447599947
JUNB,3.7655144013548634e-06,1.8310998366857273e-05
TNFSF10,3.374676726142223e-06,3.1947115563287724e-05
ZFP36L2,2.9156742136215996e-06,4.363722247060689e-05
RSAD2,2.8921484293342735e-06,2.0541977645036932e-05
TMEM119,2.836067778244633e-06,7.082618600473543e-06
LBH,2.7067970917671325e-06,1.7198789673968546e-05
ZNF451-AS1,2.650211603283381e-06,7.180855201923649e-06
AC116447.1,2.650211603283381e-06,7.1808552019236485e-06
PROX1,2.645873273521282e-06,1.2662599903186643e-05
AP003086.1,2.637225163004686e-06,7.0387237788005585e-06
ZNF683,2.637223941182043e-06,1.2163957543511311e-05
CCDC85B,2.604726499744192e-06,6.492938021300836e-05
CRYM,2.602919295191519e-06,7.038857912364428e-06
AP002360.3,2.602693333797479e-06,7.808080001392437e-06
SLC25A47,2.602693333797479e-06,7.808080001392437e-06
AC120498.9,2.602693333797479e-06,7.808080001392437e-06
AC003956.1,2.602693333797479e-06,7.808080001392437e-06
LINC00115,2.602693333797479e-06,7.808080001392437e-06
RNASEK-C17orf49,2.602693333797479e-06,7.808080001392437e-06
CARD9,2.589719616330477e-06,1.6184710764829855e-05
PCDHGA6,2.568429344629308e-06,1.3065001861613834e-05
LINC01443,2.5551890089459127e-06,1.3226709039765604e-05
MYCL,2.555063776177313e-06,7.041558185077555e-06
ZNF556,2.520914909176497e-06,7.56274472752949e-06
AC008074.3,2.520914909176497e-06,7.56274472752949e-06
LINC01271,2.520914909176497e-06,7.56274472752949e-06
AC005695.3,2.520914909176497e-06,7.56274472752949e-06
AL021368.3,2.520914909176497e-06,7.56274472752949e-06
AC084018.1,2.520914909176497e-06,7.56274472752949e-06
AC023906.5,2.520914909176497e-06,7.56274472752949e-06
DRAIC,2.520914909176497e-06,7.56274472752949e-06
SLC1A2,2.520914909176497e-06,7.56274472752949e-06
NXPH3,2.520914909176497e-06,7.56274472752949e-06
PTCHD1,2.520914909176497e-06,7.56274472752949e-06
SVOPL,2.520914909176497e-06,7.56274472752949e-06
DNAH1,2.5034262845613496e-06,1.2864678717578197e-05
KPNA2,2.487682717544626e-06,5.408926510026225e-05
ATP8B4,2.473410584324931e-06,1.3083082850404551e-05
PEAK3,2.473410584324931e-06,1.3083082850404551e-05
SPHKAP,2.455906793419338e-06,1.287295779805072e-05
MAPK13,2.455906793419338e-06,1.287295779805072e-05
AC007666.1,2.455906793419338e-06,1.287295779805072e-05
AC103736.1,2.442556149939712e-06,1.3455880742740716e-05
AP001267.2,2.4391447284832777e-06,1.7775959291114506e-05
MUC2,2.4259771472689985e-06,2.0028169261554956e-05
AC013553.4,2.425906259473365e-06,1.6885925873506757e-05
AL359853.1,2.421021706000559e-06,0.0
GADD45G,2.4086304019288463e-06,3.458862073348642e-05
RGS16,2.408463266490024e-06,1.2969444927624053e-05
C5orf66,2.4083923579665266e-06,7.22517707389958e-06
AC006547.1,2.4083923579665266e-06,7.22517707389958e-06
VWA5B2,2.4083923579665266e-06,7.22517707389958e-06
CRTAM,2.4083923579665266e-06,7.22517707389958e-06
AL034397.3,2.4083923579665266e-06,7.22517707389958e-06
Z97192.1,2.4083923579665266e-06,7.22517707389958e-06
AC020911.1,2.4083923579665266e-06,7.22517707389958e-06
CD38,2.4083923579665266e-06,7.22517707389958e-06
EPPIN,2.4083923579665266e-06,7.22517707389958e-06
HIF3A,2.4083923579665266e-06,7.22517707389958e-06
AC078883.2,2.4083923579665266e-06,7.22517707389958e-06
AP001266.1,2.4083923579665266e-06,7.22517707389958e-06
LINC02560,2.4083923579665266e-06,7.22517707389958e-06
ERICH4,2.4083923579665266e-06,7.22517707389958e-06
CASP5,2.4083923579665266e-06,7.22517707389958e-06
GPD1,2.4083923579665266e-06,7.22517707389958e-06
ZSCAN5B,2.4083923579665266e-06,7.22517707389958e-06
GLTPD2,2.4083923579665266e-06,7.22517707389958e-06
KCNJ6,2.4083923579665266e-06,7.22517707389958e-06
LINC02338,2.4083923579665266e-06,7.22517707389958e-06
L3MBTL4-AS1,2.4083923579665266e-06,7.22517707389958e-06
KLB,2.4083923579665266e-06,7.22517707389958e-06
AC116366.2,2.4083923579665266e-06,7.22517707389958e-06
AL390955.2,2.4083923579665266e-06,7.22517707389958e-06
CFAP97D1,2.4083923579665266e-06,7.22517707389958e-06
MYOCOS,2.4083923579665266e-06,7.22517707389958e-06
AL731577.1,2.4083923579665266e-06,7.22517707389958e-06
MAGEA4,2.4083923579665266e-06,7.22517707389958e-06
NRXN2,2.4083923579665266e-06,7.22517707389958e-06
AL136115.2,2.4083923579665266e-06,7.22517707389958e-06
CYP1A1,2.4083923579665266e-06,7.22517707389958e-06
TEX101,2.4083923579665266e-06,7.22517707389958e-06
AC005019.2,2.4083923579665266e-06,7.22517707389958e-06
TNFSF9,2.4083923579665266e-06,7.22517707389958e-06
CSF2,2.4083923579665266e-06,7.22517707389958e-06
THBS2,2.4083923579665266e-06,7.22517707389958e-06
CPNE5,2.4083923579665266e-06,7.22517707389958e-06
AL353807.2,2.4083923579665266e-06,7.22517707389958e-06
AL049835.1,2.4083923579665266e-06,7.22517707389958e-06
CEBPA-DT,2.4083923579665266e-06,7.22517707389958e-06
HNF1A,2.4083923579665266e-06,7.22517707389958e-06
AKR1D1,2.4083923579665266e-06,7.22517707389958e-06
PRMT5-AS1,2.4083923579665266e-06,7.22517707389958e-06
RAD51AP2,2.4083923579665266e-06,7.22517707389958e-06
PRTN3,2.4083923579665266e-06,7.22517707389958e-06
AL357552.2,2.4083923579665266e-06,7.22517707389958e-06
AC138781.1,2.4083923579665266e-06,7.22517707389958e-06
INHBE,2.4083315600442744e-06,1.2793572495740983e-05
UBE2T,2.3667147403427792e-06,4.71854947948741e-05
GCM1,2.360888033114961e-06,1.2890478741704166e-05
AL049874.3,2.3608171245914634e-06,7.08245137377439e-06
AL121929.2,2.3608171245914634e-06,7.08245137377439e-06
GABRR2,2.3608171245914634e-06,7.08245137377439e-06
OR51B4,2.3608171245914634e-06,7.08245137377439e-06
FGF23,2.3608171245914634e-06,7.08245137377439e-06
AC005480.1,2.3608171245914634e-06,7.08245137377439e-06
WWTR1-AS1,2.3608171245914634e-06,7.08245137377439e-06
AC005920.1,2.3608171245914634e-06,7.08245137377439e-06
LINC01297,2.3608171245914634e-06,7.08245137377439e-06
WDFY3-AS1,2.3608171245914634e-06,7.08245137377439e-06
ZNF660,2.3608171245914634e-06,7.08245137377439e-06
GAS5-AS1,2.3608171245914634e-06,7.08245137377439e-06
AC009948.3,2.3608171245914634e-06,7.08245137377439e-06
TP53AIP1,2.3608171245914634e-06,7.08245137377439e-06
TTC16,2.3608171245914634e-06,7.08245137377439e-06
AC007950.2,2.3608171245914634e-06,7.08245137377439e-06
TNF,2.3608171245914634e-06,7.08245137377439e-06
AC005779.1,2.3608171245914634e-06,7.08245137377439e-06
TMEM132C,2.3608171245914634e-06,7.08245137377439e-06
TLL1,2.3608171245914634e-06,7.08245137377439e-06
OPRD1,2.3608171245914634e-06,7.08245137377439e-06
CT62,2.3608171245914634e-06,7.08245137377439e-06
ADRA2A,2.3608171245914634e-06,7.08245137377439e-06
NCMAP,2.3608171245914634e-06,7.08245137377439e-06
AL590434.1,2.3608171245914634e-06,7.08245137377439e-06
DLL4,2.3608171245914634e-06,7.08245137377439e-06
NEFM,2.3608171245914634e-06,7.08245137377439e-06
AL449106.1,2.3608171245914634e-06,7.08245137377439e-06
AC092337.1,2.3608171245914634e-06,7.08245137377439e-06
SEMA4A,2.3608171245914634e-06,7.08245137377439e-06
AC110285.5,2.3608171245914634e-06,7.08245137377439e-06
RNF103-CHMP3,2.3608171245914634e-06,7.08245137377439e-06
DMP1,2.3608171245914634e-06,7.08245137377439e-06
PTPRZ1,2.3608171245914634e-06,7.08245137377439e-06
SLC8A2,2.3608171245914634e-06,7.08245137377439e-06
AP000223.1,2.3608171245914634e-06,7.08245137377439e-06
PKLR,2.3608171245914634e-06,7.08245137377439e-06
PITRM1-AS1,2.3608171245914634e-06,7.08245137377439e-06
PLEKHD1,2.3608171245914634e-06,7.08245137377439e-06
ACTC1,2.3608171245914634e-06,7.08245137377439e-06
POU3F2,2.3608171245914634e-06,7.08245137377439e-06
IL10,2.3608171245914634e-06,7.08245137377439e-06
IL31,2.3608171245914634e-06,7.08245137377439e-06
IGSF11,2.3608171245914634e-06,7.08245137377439e-06
AL136987.1,2.3608171245914634e-06,7.08245137377439e-06
AL138895.1,2.3608171245914634e-06,7.08245137377439e-06
DCDC2C,2.3608171245914634e-06,7.08245137377439e-06
REM2,2.3608171245914634e-06,7.08245137377439e-06
AC138819.1,2.3608171245914634e-06,7.08245137377439e-06
RPL3L,2.3608171245914634e-06,7.08245137377439e-06
AC127164.1,2.3608171245914634e-06,7.08245137377439e-06
NMUR1,2.3608171245914634e-06,7.08245137377439e-06
AC091982.3,2.3608171245914634e-06,7.08245137377439e-06
CABP4,2.3608171245914634e-06,7.08245137377439e-06
MAFA,2.3608171245914634e-06,7.08245137377439e-06
SPDYE1,2.3608171245914634e-06,7.08245137377439e-06
LINC01844,2.3608171245914634e-06,7.08245137377439e-06
LINC01198,2.3608171245914634e-06,7.08245137377439e-06
AQP7,2.3608171245914634e-06,7.08245137377439e-06
AC090023.2,2.3608171245914634e-06,7.08245137377439e-06
SIGLEC11,2.3608171245914634e-06,7.08245137377439e-06
SLC47A2,2.3608171245914634e-06,7.08245137377439e-06
AC084855.1,2.3608171245914634e-06,7.08245137377439e-06
HAVCR2,2.3608171245914634e-06,7.08245137377439e-06
GSN-AS1,2.3608171245914634e-06,7.08245137377439e-06
EPO,2.3608171245914634e-06,7.08245137377439e-06
ELANE,2.3608171245914634e-06,7.08245137377439e-06
ECSCR,2.3608171245914634e-06,7.08245137377439e-06
MIR9-3HG,2.3608171245914634e-06,7.08245137377439e-06
AC025219.1,2.3608171245914634e-06,7.08245137377439e-06
AC048382.1,2.3608171245914634e-06,7.08245137377439e-06
AC025031.2,2.3608171245914634e-06,7.08245137377439e-06
C12orf50,2.3608171245914634e-06,7.08245137377439e-06
KRTDAP,2.3608171245914634e-06,7.08245137377439e-06
LCK,2.3608171245914634e-06,7.08245137377439e-06
LINC02033,2.3608171245914634e-06,7.08245137377439e-06
GRASP,2.3608171245914634e-06,7.08245137377439e-06
AC021549.1,2.3608171245914634e-06,7.08245137377439e-06
AC024901.1,2.3608171245914634e-06,7.08245137377439e-06
FAM221B,2.3608171245914634e-06,7.08245137377439e-06
AC005150.1,2.3608171245914634e-06,7.08245137377439e-06
TMEM95,2.3608171245914634e-06,7.08245137377439e-06
AC002310.2,2.3608171245914634e-06,7.08245137377439e-06
AC004528.1,2.3608171245914634e-06,7.08245137377439e-06
MAGEC1,2.313317854651942e-06,7.099696984198655e-06
C13orf46,2.313317854651942e-06,7.099696984198655e-06
AL135791.1,2.313317854651942e-06,7.099696984198655e-06
