gene,perm_importance_mean,perm_importance_std
AP001029.2,3.304287671165307e-05,1.4866651634815199e-05
KRT86,3.2481968140829484e-05,1.1008420887918078e-05
S100A8,3.2263305276847285e-05,3.305084085458026e-05
FGF5,3.2157337908855774e-05,5.479225254973972e-05
CMYA5,3.192237516601582e-05,1.4444714401765891e-05
COL3A1,3.191640805576546e-05,1.461700586072276e-05
AL049712.1,3.1166359767154096e-05,1.0818599977954e-05
AC243830.2,3.1166359767154096e-05,1.0818599977954e-05
ABCA13,3.1166359767154096e-05,1.0818599977954e-05
AL445307.1,3.115731134322175e-05,1.4780773689263781e-05
AL023806.1,3.11187237494237e-05,1.5139357989711661e-05
TRIM31,3.092412303833392e-05,1.486705973514586e-05
Z69666.1,3.090865741468551e-05,9.770009002049809e-06
SORCS2,3.0880903304808525e-05,1.5324983459493798e-05
HEXA-AS1,3.083333313352865e-05,1.1036617086100418e-05
AC046130.1,3.083333313352865e-05,1.1036617086100418e-05
DLGAP2,3.083333313352865e-05,1.1036617086100418e-05
AC024940.1,3.0781336573759696e-05,2.809587754039795e-05
FUT6,3.0748559909654635e-05,9.443253143359697e-06
SDK1,3.057415787781626e-05,1.0686418250008914e-05
MYLIP,3.055293232416823e-05,3.1773350108077365e-05
AC107959.2,3.051988481532764e-05,9.015076441809718e-06
IL20,3.0509378764431717e-05,1.0574900868890715e-05
S100P,3.0233418075642506e-05,4.0385338705816846e-05
C1orf56,2.985647792206336e-05,4.9127305800495887e-05
NFKBIZ,2.9708165270292407e-05,2.3891626799931296e-05
KRT6A,2.923401853685004e-05,9.468315750618475e-06
DEPDC1,2.9204017689343775e-05,8.312074879586245e-05
GDF5OS,2.9125745720559593e-05,1.0083644281788649e-05
KCNN1,2.9095205449503057e-05,1.0031981550024278e-05
GHET1,2.899994818575946e-05,1.459623982712657e-05
AP000845.1,2.8965646712608705e-05,9.770007238922328e-06
